gene,di_raw,di_raw_ci_low,di_raw_ci_high,magnitude_cv,mean_norm,n_contexts,di_corrected,di_corrected_ci_low,di_corrected_ci_high,dataset
FANCC,0.9558247709978899,0.6266037796380463,0.9383548622539784,1.5507375513899226,20.913890657462396,7,1.1578174387654498,0.8285964474056063,1.1403475300215384,JUMP-CP_CRISPR
FANCG,0.8069663344404323,0.3817501760652767,0.8069663344404323,0.14827635158900052,5.852795553189573,5,0.8634944002628019,0.4382782418876463,0.8634944002628019,JUMP-CP_CRISPR
FANCL,0.7924079231312331,0.3356315686850021,0.7924079231312331,0.09810045355617769,6.016478064921818,5,0.850516884051182,0.393740529604951,0.850516884051182,JUMP-CP_CRISPR
FANCM,0.25425351784739214,0.1079567911284176,0.25425351784739214,0.03386372197459453,14.412787158314558,5,0.3934565659916264,0.24715983927265184,0.3934565659916264,JUMP-CP_CRISPR
FANK1,0.9172704625532858,0.4267647965896449,0.9172704625532858,0.16911528112265817,4.5605071716244385,5,0.9613172171747563,0.47081155121111534,0.9613172171747563,JUMP-CP_CRISPR
FAP,0.8780153325044868,0.35051586153654557,0.8780153325044868,0.06733391488785326,4.435245439426927,5,0.9208522715124893,0.393352800544548,0.9208522715124893,JUMP-CP_CRISPR
FARS2,0.6114315268401269,0.27599713626895395,0.6114315268401269,0.07399806138168515,5.890552206958525,5,0.6683242578195291,0.3328898672483561,0.6683242578195291,JUMP-CP_CRISPR
FARSA,0.4555093231556713,0.212288615730286,0.45550932315567116,0.07300344268541015,6.550000206051348,5,0.5187712019312636,0.2755504945058783,0.5187712019312635,JUMP-CP_CRISPR
FARSB,0.6095011013051151,0.25529190556199866,0.6095011013051151,0.11319466102267108,6.13713998379585,5,0.6687754514532334,0.31456625571011687,0.6687754514532334,JUMP-CP_CRISPR
FAS,0.929958609205938,0.4271733661148527,0.929958609205938,0.10611307563576268,4.765511879748013,5,0.9759853611687456,0.47320011807766027,0.9759853611687456,JUMP-CP_CRISPR
FASN,0.8545581838621233,0.5466693632120059,0.8428265101863589,0.41130651817711444,5.969212245785193,7,0.912210637236059,0.6043218165859415,0.9004789635602946,JUMP-CP_CRISPR
FASTK,0.9886392769487683,0.49381524328424287,0.9886392769487683,0.07400582284808467,4.262319879622103,5,1.029806048711361,0.5349820150468355,1.029806048711361,JUMP-CP_CRISPR
FASTKD1,0.8200960127551702,0.3330392014710688,0.8200960127551702,0.08516290172481226,4.830253973934036,5,0.8667480634027458,0.3796912521186444,0.8667480634027458,JUMP-CP_CRISPR
FASTKD2,0.853671383609355,0.3709549467641443,0.853671383609355,0.353854832791652,6.55494516504334,5,0.9169810222912773,0.4342645854460666,0.9169810222912773,JUMP-CP_CRISPR
FASTKD3,0.9062726620448056,0.3825505038749547,0.9062726620448056,0.09784303039117853,4.346997185311592,5,0.9482572727812999,0.424535114611449,0.9482572727812999,JUMP-CP_CRISPR
FASTKD5,0.8735764661851952,0.36605079696122966,0.8735764661851952,0.08030311268446869,5.454442845218473,5,0.9262571213314071,0.41873145210744156,0.9262571213314071,JUMP-CP_CRISPR
FBP1,1.0053607500341244,0.42906822539806483,1.0053607500341244,0.057703494114557434,5.0931564791926816,5,1.054551992421283,0.4782594677852234,1.054551992421283,JUMP-CP_CRISPR
FBP2,0.9745211500260171,0.4079813254119411,0.9745211500260171,0.10771420751047094,4.530172236500332,5,1.0182749206889965,0.45173509607492046,1.0182749206889965,JUMP-CP_CRISPR
FBXL12,0.8853001748959398,0.4053174331683356,0.8853001748959398,0.19994829864373853,5.775876576186663,5,0.941085334024321,0.4611025922967168,0.941085334024321,JUMP-CP_CRISPR
FBXL13,0.6975054738209419,0.2998506585013383,0.706685859909655,0.18600771822761433,7.224324515532482,5,0.767280180288115,0.3696253649685114,0.7764605663768281,JUMP-CP_CRISPR
FBXL14,0.992706367676613,0.4036695138676001,0.992706367676613,0.20338287956863946,5.322811163027882,5,1.0441156843098773,0.4550788305008643,1.0441156843098773,JUMP-CP_CRISPR
FBXL15,0.9423710381853545,0.3947522501386322,0.9423710381853545,0.17679097290812804,5.458796444944478,5,0.9950937417116336,0.44747495366491125,0.9950937417116336,JUMP-CP_CRISPR
FBXL16,0.6203173526364473,0.27212985664161987,0.6203173526364473,0.04229857745523749,7.134467580858654,5,0.6892241937097795,0.34103669771495215,0.6892241937097795,JUMP-CP_CRISPR
FBXL17,0.9503236708700309,0.4092277124971498,0.9503236708700309,0.8274277170712081,9.076003371496128,5,1.0379824505635036,0.4968864921906225,1.0379824505635036,JUMP-CP_CRISPR
FBXL18,0.8246118144554034,0.33367729380346556,0.8246118144554034,0.1077147215470167,4.683222766277784,5,0.8698437933255179,0.37890927267358,0.8698437933255179,JUMP-CP_CRISPR
FBXL19,0.8987063684311052,0.38404665253713205,0.8987063684311052,0.17210887050850424,4.690395210772706,5,0.9440076209347903,0.42934790504081716,0.9440076209347903,JUMP-CP_CRISPR
