broad_id,drug_name,viability_cv,mean_lfc,std_lfc,n_cell_lines
BRD-K00003260-001-01-9,GLECAPREVIR,22.593533579267792,-0.021432987504447085,0.4842469228857522,917
BRD-K00003261-001-01-9,LENIOLISIB,2.197017112512675,-0.2159544462180723,0.47445561386430296,916
BRD-K00003262-001-01-9,NICODICOSAPENT,5.308639756325265,-0.09149726715210767,0.48572602999879255,916
BRD-K00003263-001-01-9,TENALISIB,5.803760643484311,-0.10737739972901383,0.6231927265469334,916
BRD-K00003264-001-01-9,ZOLIFLODACIN,7.550229976464277,-0.060607724349038494,0.4576022571853943,917
BRD-K00003265-001-01-9,OMAPATRILAT,1.347707386621452,0.29754872467835536,0.4010086141288122,911
BRD-K00003266-001-01-9,UDENAFIL,12.179226777258272,-0.04194914513376597,0.510908151696256,917
BRD-K00003267-003-01-9,OMBRABULIN,0.42526239165268886,-3.8280403759652404,1.6279216056260364,916
BRD-K00003269-001-01-9,LEQ506,3.910882343210428,0.11066157119540919,0.4327843848600495,911
BRD-K00003270-003-01-9,GALIDESIVIR,8.87911193580578,-0.059414125206932615,0.5275446682803344,916
BRD-K00003271-001-01-9,JD-5037,0.5525436678683073,-4.371666096523421,2.4155364196685767,917
BRD-K00003272-001-01-9,DEXTROROTATION-NIMORAZOLE-PHOSPHATE-ESTER,4.476452114909407,0.10098704813106993,0.4520636851847861,911
BRD-K00003273-003-01-9,CBL0137,0.4069583608149315,-8.519454798372244,3.467063359782471,916
BRD-K00003274-001-01-9,SELONSERTIB,0.6428174665796184,-1.2008903186154412,0.7719532722523685,911
BRD-K00003275-001-01-9,LIFIRAFENIB,1.6800797618727346,-0.6065040640859917,1.0189752035644386,916
BRD-K00003276-001-01-9,CCT245737,0.8526425239447586,-2.0713538631620767,1.7661243858692393,916
BRD-K00003277-003-01-9,VATINOXAN,12.21304998828302,-0.03303508237864809,0.4034591124574767,916
BRD-K00003278-003-01-9,TCV-309,3.4494173565205357,0.12555720867707024,0.4330992148469569,911
BRD-K00003279-001-01-9,PF-06282999,8.266108911791951,0.05309363323515402,0.43887775484452,916
BRD-K00003280-300-01-9,PIM-447,0.574764499302549,-4.212852720851164,2.4213981847354007,917
BRD-K00003281-001-01-9,FERROQUINE,5.980208535488903,-0.10954710124705246,0.6551145099156902,916
BRD-K00003283-001-01-9,ROLUPERIDONE,11.582212667327349,-0.037845407392339915,0.4383335568997235,916
BRD-K00003285-001-01-9,NEMIRALISIB,1.962562251728506,-0.2606499711902156,0.5115417943720397,916
BRD-K00003286-001-01-9,UPADACITINIB,5.378200775603779,-0.137620947967282,0.7401530890969633,916
BRD-K00003287-001-01-9,FEZOLINETANT,1.9807516809141243,-0.2355816052391584,0.46662866056991065,916
BRD-K00003288-003-01-9,GLESATINIB,1.1338925481556328,-0.72890370117426,0.8264984750845535,917
BRD-K00003289-001-01-9,TECADENOSON,3.2900176373251875,0.1355917274309068,0.4460991747230728,911
BRD-K00003290-003-01-9,EMIXUSTAT,29.702057804783514,-0.015034954286923368,0.4465690813224756,916
BRD-K00003291-001-01-9,BEBT-908,0.35507245800045056,-8.942051820648649,3.17507631952512,916
BRD-K00003292-001-01-9,GSK2981278,35.24823799930054,0.018835779206961365,0.6639280283892506,916
BRD-K00003293-001-01-9,MERTANSINE,0.5094006496858656,-4.360367060649136,2.2211738135635177,911
BRD-K00003294-050-01-9,AVITINIB,0.5495730411881875,-5.904110269776124,3.244739836471275,917
BRD-K00003295-300-01-9,ELACESTRANT,0.6811247606619598,-5.240052734762093,3.5691296648208786,917
BRD-K00003296-001-01-9,PF-06650833,2.8674506110297098,-0.17032302577103134,0.48839286431957285,916
BRD-K00003297-001-01-9,AZD5069,5.871155772001283,0.07823745935933993,0.45934431110430446,916
BRD-K00003298-001-01-9,SETMELANOTIDE,3.743531440147001,0.17610774235707363,0.6592648703670129,916
BRD-K00003299-001-01-9,F-16915,4.812952149224112,0.1382167917483349,0.66523080490401,916
BRD-K00003300-001-01-9,LTX-315,8.491718495080374,0.04630407277239864,0.3932011511589251,917
BRD-K00003301-001-01-9,ASP-9521,39.601338819466314,0.011299525284428581,0.4474763292877827,911
BRD-K00003302-001-01-9,ADOMEGLIVANT,4.814149405255743,-0.0907796063633642,0.43702658798354027,911
BRD-K00003303-001-01-9,ACOZIBOROLE,4.274521560367981,0.12115962032133128,0.5178994093095292,916
BRD-K00003304-001-01-9,MK-1064,8.221586612422044,-0.0551150310097837,0.4531330010932635,916
BRD-K00003305-001-01-9,BMS-779788,3.4859257147055405,-0.16805575752491947,0.5858298866604359,916
BRD-K00003306-001-01-9,VABORBACTAM,3.5556471800281115,0.12421058105913552,0.44164900227256837,911
BRD-K00003307-001-01-9,COH29,0.8847222959411979,-1.4884653834218435,1.3168785114499688,911
BRD-K00003308-001-01-9,TD139,34.823128146283736,0.012797345544547483,0.44564360383005025,917
BRD-K00003309-001-01-9,GDC-0084,0.45316943512205404,-2.4644175555722247,1.1167987115635383,911
BRD-K00003310-001-01-9,DERAZANTINIB,2.0325573863673108,-0.4282910575575674,0.8705261525537006,916
