drug,di_raw,di_raw_ci_low,di_raw_ci_high,magnitude_cv,mean_norm,n_contexts,di_corrected,di_corrected_ci_low,di_corrected_ci_high,dataset
BAY1125976,0.6528065925563055,0.5916854516780203,0.6896870039220188,0.3311391159376925,66.8013982233175,50,0.6442892560968124,0.5831681152185273,0.6811696674625257,Tahoe-100M
BI-3406,0.7761377236164386,0.7195823079442945,0.7976722077322858,0.3613403710330741,66.73234726853056,50,0.7676291913171939,0.7110737756450497,0.789163675433041,Tahoe-100M
BI-78D3,0.8085565621972379,0.7580224228584299,0.8222962926264423,0.43583332909086775,58.297675294414404,50,0.8011234705480352,0.7505893312092272,0.8148632009772396,Tahoe-100M
Belumosudil (mesylate),0.9059209950788523,0.870313459502448,0.9015946225037151,0.24868742750952336,109.87338908231524,49,0.8919118777901635,0.8563043422137592,0.8875855052150263,Tahoe-100M
Bentamapimod,0.7859763835415055,0.732495074297519,0.8057780986661538,0.3956656743410689,61.12662957559682,50,0.7781825935224752,0.7247012842784888,0.7979843086471236,Tahoe-100M
Bimiralisib,0.6504060640870997,0.5914086910858647,0.681365671376778,0.2826211872430318,79.88458120942516,50,0.64022059081584,0.5812232178146051,0.6711801981055183,Tahoe-100M
Binimetinib,0.7569323523734678,0.7041491965700047,0.7749711147543344,0.434273156839532,53.33413665631471,50,0.7501321236543053,0.6973489678508422,0.7681708860351719,Tahoe-100M
Bortezomib,0.7143259383142784,0.6635874829168076,0.7335592277472514,0.18585671339979104,102.51564236194459,50,0.7012549511556151,0.6505164957581443,0.7204882405885881,Tahoe-100M
Brivudine,0.5859296427320457,0.5247928218008431,0.6287520541144485,0.21017448851983597,88.44780502060695,50,0.5746523381471068,0.5135155172159042,0.6174747495295095,Tahoe-100M
CP21R7,0.9063259806048751,0.8715419091072635,0.9017045146905373,0.2889974428402456,90.25622524622662,49,0.8948180981588223,0.8600340266612106,0.8901966322444844,Tahoe-100M
Capivasertib,0.9295107026650569,0.8960433863257051,0.9212913305838816,0.24635420289351606,115.3874258939209,49,0.9147985326256236,0.8813312162862719,0.9065791605444483,Tahoe-100M
Capmatinib,0.9052764804395287,0.8695486520115121,0.9019503017279786,0.2363815539888016,116.20160248813022,49,0.8904605009563598,0.8547326725283432,0.8871343222448097,Tahoe-100M
Celecoxib,0.93271515220773,0.901376837847604,0.9242845524087548,0.2892699450473946,102.90541354135016,49,0.9195944683007126,0.8882561539405865,0.9111638685017374,Tahoe-100M
DT-061,0.8962620311745652,0.8599220794316987,0.8927583452108475,0.25082274697570844,104.1607468226334,49,0.8829812893015491,0.8466413375586826,0.8794776033378314,Tahoe-100M
Dabrafenib,0.7686219807988434,0.7231394232298647,0.7819750611459189,0.27334433807652625,98.44069318050241,49,0.7560705593103124,0.7105880017413337,0.7694236396573879,Tahoe-100M
ERK5-IN-2,0.7512945020324721,0.6982154922537824,0.7681792441719598,0.2744250832482932,98.55027982606485,49,0.7387291079871302,0.6856500982084406,0.755613850126618,Tahoe-100M
ETC-206,0.9137459408289628,0.8785457803067998,0.9090434619487011,0.2722629951249143,110.03904331686184,49,0.8997157022330993,0.8645155417109363,0.8950132233528376,Tahoe-100M
EX229,0.6923685353697657,0.6374846846636766,0.7254292348972537,0.2788833307276664,75.45342183718822,50,0.6827480454114723,0.6278641947053831,0.7158087449389603,Tahoe-100M
Elimusertib hydrochloride,0.8111879240792309,0.7674747295258564,0.8221455345282588,0.2826092140498589,84.10563250155248,50,0.8004642567727561,0.7567510622193816,0.811421867221784,Tahoe-100M
Encorafenib,0.6722653908025513,0.6174926847068527,0.6993135360164482,0.34405191892326364,67.16016850246615,50,0.6637023102828972,0.6089296041871985,0.690750455496794,Tahoe-100M
Erdafitinib ,0.8670991138702083,0.8268360934177779,0.871198842133628,0.34389341674427776,85.93326402553886,49,0.8561424192165853,0.8158793987641548,0.8602421474800049,Tahoe-100M
Everolimus,0.8832895924980823,0.8453953240389619,0.8824868807523273,0.3831761584132556,82.66421539546144,50,0.8727497092859164,0.8348554408267961,0.8719469975401615,Tahoe-100M
Futibatinib,0.8531489143374844,0.8110025170580186,0.856055183684581,0.23852631069174748,106.90382715486584,49,0.8395184232264817,0.797372025947016,0.8424246925735783,Tahoe-100M
GSK1059615,0.626816962016932,0.5588513916461739,0.6674096500866085,0.29246707185574905,70.6554819049041,50,0.6178082207615487,0.5498426503907906,0.6584009088312252,Tahoe-100M
Gemcitabine,0.8797710268169188,0.8388840281073536,0.8833712483564744,0.3757066587920741,85.23660453712881,50,0.868903157897761,0.8280161591881958,0.8725033794373166,Tahoe-100M
HI-TOPK-032,0.7922466274867671,0.7407768564178547,0.8087889625398906,0.3036446819207754,77.48280811129729,50,0.7823673859729287,0.7308976149040163,0.7989097210260522,Tahoe-100M
IQ 1,0.8568688994108716,0.8173185959717411,0.8594589893366381,0.25315012132593434,99.81068293798914,49,0.8441428009841191,0.8045924975449885,0.8467328909098856,Tahoe-100M
Infigratinib,0.7747778200056578,0.7140508199709386,0.7982268360717492,0.3764500985480028,66.24599652534636,50,0.7663312985778499,0.7056042985431307,0.7897803146439413,Tahoe-100M
Ipatasertib,0.7567037205840895,0.7017126218136401,0.7784226409297312,0.358139025451496,78.30200012891366,50,0.7467200301481545,0.6917289313777051,0.7684389504937962,Tahoe-100M
Irinotecan,0.8099901677145904,0.7650794325104917,0.8227446629087272,0.42759404770301257,60.28617724527729,50,0.802303537357871,0.7573928021537722,0.8150580325520077,Tahoe-100M
Ixazomib,0.8575078312031649,0.8185137173598281,0.8595696624431102,0.22427573609249277,107.26142212091413,49,0.8438317458872046,0.8048376320438678,0.8458935771271499,Tahoe-100M
LB-100,0.9388927184691214,0.9073892599104669,0.9302610715135124,0.2801433422234683,104.90373899790676,49,0.9255172433343489,0.8940137847756945,0.91688559637874,Tahoe-100M
LJI308,0.8792783279838603,0.8379433770481317,0.882700123067865,0.4210332306209334,58.580715626488136,50,0.8718091480220774,0.8304741970863488,0.8752309431060822,Tahoe-100M
LY-2584702 (tosylate salt),0.8685105879896767,0.8383435626558898,0.8593716989194475,0.14925835143457478,157.13061916748475,48,0.8484760619597893,0.8183090366260024,0.8393371728895601,Tahoe-100M
LY2090314,0.9113677091729023,0.8754663917566873,0.907515865557675,0.306893140541328,95.65478799086692,49,0.8991714971930863,0.8632701797768713,0.895319653577859,Tahoe-100M
Lapatinib ditosylate,0.9126885180605979,0.8781035024030651,0.9077625613058229,0.3024070031964213,101.91545579882509,49,0.8996940561099769,0.8651090404524441,0.8947680993552019,Tahoe-100M
