drug,di_raw,di_raw_ci_low,di_raw_ci_high,magnitude_cv,mean_norm,n_contexts,di_corrected,di_corrected_ci_low,di_corrected_ci_high,dataset
Lonafarnib,0.8384968752028085,0.7904516582913643,0.8475730143505915,0.27047468420760984,144.92253473664147,49,0.820018908846654,0.7719736919352098,0.829095047994437,Tahoe-100M
MK-3903,0.8885478457898832,0.8547371024026101,0.8833871684778749,0.16715164184327239,149.90522946174983,48,0.8694345740572332,0.8356238306699602,0.8642738967452249,Tahoe-100M
MK-8353,0.9346367424569331,0.9030935616999891,0.9255532549272301,0.16946383385213487,145.2420848152177,48,0.916118032709064,0.88457485195212,0.907034545179361,Tahoe-100M
ML264,0.7598652998937743,0.7061456893375062,0.7826501554804168,0.3840020354736734,63.170766485895754,50,0.7518108775781552,0.6980912670218872,0.7745957331647978,Tahoe-100M
Minodronic acid,0.8706017867690936,0.8311962298131073,0.8717454996878599,0.28361934104582015,93.62483306123323,49,0.8586643988497485,0.8192588418937622,0.8598081117685148,Tahoe-100M
NG25,0.7409220612818022,0.6879386659766817,0.7653773730364976,0.17986931939828257,130.05248326266798,49,0.7243400617009299,0.6713566663958095,0.7487953734556253,Tahoe-100M
NVP-BHG712,0.8588859689616818,0.8183111763879654,0.8622976844717095,0.3003616463627538,86.8827296474227,49,0.8478082151929296,0.8072334226192132,0.8512199307029573,Tahoe-100M
OTS514,0.8654906820143919,0.8270999578806644,0.8649341181683676,0.22967814020514798,103.35677704164122,49,0.8523124481922565,0.8139217240585289,0.8517558843462322,Tahoe-100M
Oleic acid,0.9165344556014939,0.8832507304320085,0.9101004723122507,0.25755958694353376,106.88667884774502,49,0.9029061509402564,0.869622425770771,0.8964721676510131,Tahoe-100M
Oxaliplatin,0.7951619021436945,0.74467618564834,0.8111640114345878,0.39588316028648796,63.3967604314331,50,0.7870786650648648,0.7365929485695103,0.8030807743557581,Tahoe-100M
PH-797804,0.6037590801085216,0.5417834682602628,0.6404380813482844,0.17456171582719726,161.53533351699218,49,0.5831629425686881,0.5211873307204292,0.6198419438084508,Tahoe-100M
Abemaciclib,0.8817149150043231,0.8445286993987876,0.8809414600119342,0.33546451668249233,82.94877242681173,49,0.8711387500968277,0.8339525344912923,0.8703652951044388,Tahoe-100M
Belzutifan,0.8818135768790741,0.8465724072745155,0.8772617910726644,0.16425510523980733,141.39437908103272,48,0.8637854587236986,0.82854428911914,0.8592336729172889,Tahoe-100M
DTP3,0.7111100404471284,0.6494288155480414,0.7478315199349708,0.49622427106696426,45.69796638524988,50,0.7052834415200132,0.6436022166209262,0.7420049210078555,Tahoe-100M
Paclitaxel,0.6768830542544155,0.618437464432199,0.704331206729351,0.37171701909527116,64.58958462547639,50,0.6686477292662321,0.6102021394440156,0.6960958817411675,Tahoe-100M
Pemigatinib,0.922832457008983,0.8884340320127584,0.9173563389032284,0.3647553278838124,78.19051769478861,49,0.9128629808473898,0.8784645558511652,0.9073868627416353,Tahoe-100M
Pimitespib,0.9171579220098458,0.8856610421923475,0.90872856989295,0.2403452866642111,102.95499321961933,49,0.9040309165764441,0.8725340367589458,0.8956015644595483,Tahoe-100M
Pralsetinib,0.9044284270336788,0.8653881961085067,0.9044972679099936,0.5273058740222893,50.13887489023488,50,0.8980356017560861,0.858995370830914,0.898104442632401,Tahoe-100M
RMC-6236,0.653036564254271,0.5894041191350159,0.6898612726673115,0.30771047987711986,67.38898694389935,50,0.6444443088414911,0.5808118637222359,0.6812690172545315,Tahoe-100M
Regorafenib,0.9313330471294593,0.8982084980514583,0.92312454295949,0.2990204385196239,94.68510833431495,49,0.9192604716020596,0.8861359225240586,0.9110519674320903,Tahoe-100M
SBI-0640756,0.858527531195311,0.8165445244291599,0.8649051911215327,0.38922299786012654,61.228347855676304,50,0.8507207718547013,0.8087377650885502,0.857098431780923,Tahoe-100M
Sapanisertib,0.6432351952043618,0.5865707514470001,0.6760717400871739,0.3252179223856811,70.04093516119742,50,0.6343048101140506,0.5776403663566889,0.6671413549968627,Tahoe-100M
TAK-733,0.7295855342346222,0.6793586352870344,0.748991206911973,0.20697490367113164,104.53660545458459,49,0.7162568694959973,0.6660299705484095,0.735662542173348,Tahoe-100M
TAK-901,0.3786048208829418,0.33461679332593697,0.4116784546649832,0.11277784865227305,124.90237124327479,50,0.3626794727800313,0.3186914452230265,0.39575310656207274,Tahoe-100M
Temuterkib,0.8337229239309475,0.7907677704577817,0.8412819298890204,0.28523268422235787,100.70923271345801,49,0.8208822582800526,0.7779271048068868,0.8284412642381255,Tahoe-100M
Tomivosertib,0.8570775403600475,0.8166143350536944,0.857346032866672,0.23924636116867298,116.08730729888362,49,0.842276133784159,0.8018129284778059,0.8425446262907835,Tahoe-100M
Torkinib,0.894323144305933,0.8608803968890558,0.8891207288617604,0.2000471924494147,109.7092474809511,49,0.8803349554601061,0.846892208043229,0.8751325400159335,Tahoe-100M
Trametinib,0.7534872707988666,0.7029893651593618,0.7740885294657256,0.3761286356417602,68.95210354511565,50,0.7446957143179641,0.6941978086784594,0.7652969729848231,Tahoe-100M
Tubulin inhibitor 6,0.92078170166848,0.8885761471832685,0.9139831870696798,0.27194228658020136,99.46060335206256,49,0.908100239217923,0.8758946847327116,0.901301724619123,Tahoe-100M
Tucatinib,0.7919550705372118,0.7421303058459185,0.8083766998756392,0.4322751612960671,59.88050550443204,50,0.7843201642880827,0.7344953995967894,0.8007417936265101,Tahoe-100M
